,Char,Team,Batting Pos.,Hits,At Bats,Singles,Doubles,Triples,Homeruns,Total Bases,RBIs,Walks Taken,Sac Flys,Plate Appearances,Steals,Runs,Big Plays,IP,Earned Runs,K's,Walks Pitched,Hits Allowed,Wins,Pitches,Star Pitches
1283,Noki(R) 1,BennyOkay,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1284,Baby Luigi 1,BennyOkay,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1285,Dry Bones(Gy) 1,BennyOkay,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1286,Goomba 1,BennyOkay,8,1,2,1,0,0,0,1,0,0,0,2,0,0,0,2.666667,7,0,0,10,0,36,0
1287,Birdo 1,Nuche,0,4,4,3,1,0,0,5,1,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1288,DK 1,Nuche,1,2,4,1,0,0,1,5,3,0,0,4,0,2,0,5.0,2,5,0,9,0,64,0
1289,Petey 1,Nuche,2,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1290,Luigi 1,Nuche,3,1,4,0,1,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1291,Peach 1,Nuche,4,4,4,3,1,0,0,5,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1292,Toadsworth 1,Nuche,5,3,3,3,0,0,0,3,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1293,Toad(Y) 1,Nuche,6,1,3,1,0,0,0,1,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1294,Monty 1,Nuche,7,1,3,1,0,0,0,1,1,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
1295,Shy Guy(G) 1,Nuche,8,3,3,1,1,0,1,7,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
1296,Dry Bones(G) 1,Clutch1908,0,2,4,2,0,0,0,2,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
1297,Bro(B) 1,Clutch1908,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1298,Luigi 1,Clutch1908,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1299,Toadette 1,Clutch1908,3,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1300,Toadsworth 1,Clutch1908,4,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1301,Toad(G) 1,Clutch1908,5,1,4,0,0,0,1,4,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1302,Peach 1,Clutch1908,6,2,4,1,0,0,1,5,1,0,0,4,0,1,2,0.0,0,0,0,0,0,0,0
1303,Wario 1,Clutch1908,7,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0.0,0,0,0,0,0,0,0
1304,Waluigi 1,Clutch1908,8,1,4,0,0,0,1,4,1,0,0,4,0,1,0,9.0,2,4,1,13,1,109,0
1305,Birdo 1,Nuche,0,2,5,1,1,0,0,3,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,0
1306,Petey 1,Nuche,1,2,5,2,0,0,0,2,0,0,0,5,0,1,0,0.0,0,0,0,0,0,0,0
1307,DK 1,Nuche,2,3,4,2,0,0,1,6,1,1,0,5,0,1,0,0.0,0,0,0,0,0,0,0
1308,Toadsworth 1,Nuche,3,1,4,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1309,Peach 1,Nuche,4,1,4,1,0,0,0,1,0,0,0,4,0,0,0,9.0,4,11,0,9,0,110,1
1310,Mario 1,Nuche,5,1,4,1,0,0,0,1,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
1311,Monty 1,Nuche,6,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1312,Shy Guy(G) 1,Nuche,7,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1313,Shy Guy(Bk) 1,Nuche,8,1,4,0,1,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1314,Mario 1,Faceman,0,2,4,1,1,0,0,3,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1315,Bro(F) 1,Faceman,1,1,4,0,0,0,1,4,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1316,Noki(R) 1,Faceman,2,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1317,Pianta(R) 1,Faceman,3,1,3,0,0,1,0,3,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1318,Toadsworth 1,Faceman,4,2,3,2,0,0,0,2,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1319,Peach 1,Faceman,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6.666667,3,7,0,7,1,64,1
1320,Toad(G) 1,Faceman,6,2,3,2,0,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1321,Toadette 1,Faceman,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1322,Yoshi 1,Faceman,8,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1323,Dry Bones(G) 1,Bmills,0,2,3,2,0,0,0,2,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1324,Bowser 1,Bmills,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1325,Magikoopa(Y) 1,Bmills,2,3,3,3,0,0,0,3,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1326,Wario 1,Bmills,3,1,3,0,0,0,1,4,3,0,0,3,0,1,3,0.0,0,0,0,0,0,0,0
1327,Boo 1,Bmills,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7.0,4,3,0,9,0,73,0
1328,Wario 2,Bmills,5,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1329,Noki(B) 1,Bmills,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1330,Pianta(Y) 1,Bmills,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1331,Bowser Jr 1,Bmills,8,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1332,Wario 1,Plovely,0,0,2,0,0,0,0,0,0,2,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1333,Boo 1,Plovely,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1334,Pianta(B) 1,Plovely,2,1,2,1,0,0,0,1,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1335,Yoshi 1,Plovely,3,1,3,0,1,0,0,2,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1336,Yoshi 2,Plovely,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1337,Luigi 1,Plovely,5,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1338,Mario 1,Plovely,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1339,Toadsworth 1,Plovely,7,1,3,0,0,0,1,4,1,0,0,3,0,1,0,6.0,6,2,3,13,0,70,0
1340,Toad(R) 1,Plovely,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1341,Mario 1,Faceman,0,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1342,Bro(F) 1,Faceman,1,2,4,1,1,0,0,3,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1343,Noki(R) 1,Faceman,2,4,4,3,1,0,0,5,0,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1344,Pianta(R) 1,Faceman,3,0,3,0,0,0,0,0,0,1,0,4,0,0,2,0.0,0,0,0,0,0,0,0
1345,Toadsworth 1,Faceman,4,2,3,2,0,0,0,2,0,1,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1346,Peach 1,Faceman,5,1,2,0,1,0,0,2,2,1,0,3,0,0,0,7.0,1,3,3,5,0,65,0
1347,Toad(G) 1,Faceman,6,2,3,0,2,0,0,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1348,Toadette 1,Faceman,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1349,Yoshi 1,Faceman,8,1,3,0,1,0,0,2,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1350,DK 1,Dr. Winkly,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1351,Bro(H) 1,Dr. Winkly,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1352,Birdo 1,Dr. Winkly,2,2,3,1,1,0,0,3,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1353,Yoshi 1,Dr. Winkly,3,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1354,Yoshi 2,Dr. Winkly,4,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1355,Shy Guy(R) 1,Dr. Winkly,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1356,Koopa(G) 1,Dr. Winkly,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1357,Diddy 1,Dr. Winkly,7,1,2,1,0,0,0,1,0,0,0,2,0,0,3,0.0,0,0,0,0,0,0,0
1358,Dixie 1,Dr. Winkly,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6.0,5,6,1,10,0,76,0
1359,Birdo 1,Nuche,0,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1360,DK 1,Nuche,1,3,4,2,0,0,1,6,1,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1361,Petey 1,Nuche,2,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1362,Toadsworth 1,Nuche,3,1,2,1,0,0,0,1,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0
1363,Peach 1,Nuche,4,1,3,0,0,0,1,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1364,Luigi 1,Nuche,5,2,3,1,0,0,1,5,1,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1365,Monty 1,Nuche,6,1,2,1,0,0,0,1,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1366,Shy Guy(G) 1,Nuche,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,7.0,0,7,0,3,0,63,0
1367,Shy Guy(Bk) 1,Nuche,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1368,Magikoopa(R) 1,Balamb,0,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1369,Boo 1,Balamb,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6.0,3,8,1,13,1,87,0
1370,Wario 1,Balamb,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1371,Wario 2,Balamb,3,2,3,1,1,0,0,3,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1372,Dry Bones(G) 1,Balamb,4,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1373,Bowser 1,Balamb,5,1,2,1,0,0,0,1,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1374,Bowser Jr 1,Balamb,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1375,Daisy 1,Balamb,7,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1376,Daisy 2,Balamb,8,1,3,0,0,0,1,4,3,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1377,Waluigi 1,Super63,0,2,3,2,0,0,0,2,0,1,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1378,Noki(G) 1,Super63,1,3,4,2,1,0,0,4,1,0,0,4,0,1,2,0.0,0,0,0,0,0,0,0
1379,King Boo 1,Super63,2,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1380,Birdo 1,Super63,3,2,4,0,1,1,0,5,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1381,Shy Guy(Bk) 1,Super63,4,2,4,1,1,0,0,3,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1382,Mario 1,Super63,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1383,Diddy 1,Super63,6,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1384,Dixie 1,Super63,7,2,3,2,0,0,0,2,0,0,0,3,0,0,0,7.0,3,4,1,8,0,85,0
1385,Toad(P) 1,Super63,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1386,Magikoopa(B) 1,Balamb,0,4,4,3,0,0,1,7,1,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
1387,Boo 1,Balamb,1,1,4,1,0,0,0,1,0,0,0,4,0,1,0,7.0,1,6,0,11,1,74,1
1388,Magikoopa(R) 1,Balamb,2,1,3,0,0,0,1,4,3,1,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1389,Wario 1,Balamb,3,3,4,1,1,1,0,6,3,0,0,4,0,2,3,0.0,0,0,0,0,0,0,0
1390,Wario 2,Balamb,4,3,4,1,0,0,2,9,4,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1391,Daisy 1,Balamb,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1392,Daisy 2,Balamb,6,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1393,Daisy 3,Balamb,7,2,4,1,0,0,1,5,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1394,Bowser Jr 1,Balamb,8,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1395,Dry Bones(G) 1,Bmills,0,3,4,3,0,0,0,3,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1396,Bowser 1,Bmills,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1397,Magikoopa(Y) 1,Bmills,2,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1398,Boo 1,Bmills,3,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1399,Wario 1,Bmills,4,0,3,0,0,0,0,0,1,0,1,4,0,0,0,3.0,3,1,0,4,0,33,0
1400,Wario 2,Bmills,5,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1401,Noki(B) 1,Bmills,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1402,Pianta(Y) 1,Bmills,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4.0,9,1,1,12,0,42,0
1403,Bowser Jr 1,Bmills,8,1,3,0,1,0,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1404,Noki(G) 1,Vickless,0,4,4,3,1,0,0,5,2,0,0,4,1,2,0,0.0,0,0,0,0,0,0,0
1405,Petey 1,Vickless,1,1,4,0,1,0,0,2,2,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1406,Mario 1,Vickless,2,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1407,Luigi 1,Vickless,3,2,3,0,1,0,1,6,1,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
1408,Daisy 1,Vickless,4,2,3,0,1,1,0,5,1,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
1409,Paratroopa(G) 1,Vickless,5,3,3,2,1,0,0,4,2,0,0,3,0,3,0,4.0,1,6,0,4,1,34,0
1410,Yoshi 1,Vickless,6,2,3,2,0,0,0,2,0,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
1411,Birdo 1,Vickless,7,2,3,1,0,0,1,5,3,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
1412,Shy Guy(B) 1,Vickless,8,1,2,0,1,0,0,2,1,0,1,3,0,1,1,0.0,0,0,0,0,0,0,0
1413,DK 1,Dr. Winkly,0,2,2,0,2,0,0,4,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1414,Bro(H) 1,Dr. Winkly,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1415,Yoshi 1,Dr. Winkly,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0.0,0,0,0,0,0,0,0
1416,Yoshi 2,Dr. Winkly,3,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1417,Birdo 1,Dr. Winkly,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1418,Shy Guy(R) 1,Dr. Winkly,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1419,Koopa(G) 1,Dr. Winkly,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
1420,Diddy 1,Dr. Winkly,7,1,1,0,0,0,1,4,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0
1421,Dixie 1,Dr. Winkly,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,12,4,0,18,0,60,0
1422,Noki(G) 1,Hellzhero,0,3,5,3,0,0,0,3,0,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
1423,Bro(B) 1,Hellzhero,1,2,5,0,0,0,2,8,4,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
1424,Magikoopa(R) 1,Hellzhero,2,3,5,3,0,0,0,3,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,0
1425,Peach 1,Hellzhero,3,0,5,0,0,0,0,0,0,0,0,5,0,0,0,9.666667,2,12,2,8,1,118,0
1426,Daisy 1,Hellzhero,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,0
1427,Daisy 2,Hellzhero,5,2,4,2,0,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1428,Toadette 1,Hellzhero,6,2,4,2,0,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1429,Toad(Y) 1,Hellzhero,7,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1430,Baby Mario 1,Hellzhero,8,2,4,2,0,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1431,Paratroopa(G) 1,Buffcat,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,0,0,0
1432,DK 1,Buffcat,1,0,3,0,0,0,0,0,0,1,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1433,Birdo 1,Buffcat,2,1,4,0,1,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1434,Shy Guy(B) 1,Buffcat,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1435,DK 2,Buffcat,4,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1436,Luigi 1,Buffcat,5,2,3,0,0,1,1,7,1,1,0,4,0,2,2,0.0,0,0,0,0,0,0,0
1437,Shy Guy(Y) 1,Buffcat,6,2,4,1,1,0,0,3,1,0,0,4,0,0,0,10.0,4,7,0,14,0,106,0
1438,Paratroopa(R) 1,Buffcat,7,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1439,Diddy 1,Buffcat,8,1,4,1,0,0,0,1,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,0
1440,Paratroopa(G) 1,BennyOkay,0,2,4,2,0,0,0,2,0,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1441,King Boo 1,BennyOkay,1,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1442,Boo 1,BennyOkay,2,3,4,2,1,0,0,4,2,0,0,4,0,1,0,5.333333,8,2,0,15,0,68,0
1443,Toadsworth 1,BennyOkay,3,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.666667,2,0,0,2,0,8,0
1444,Noki(R) 1,BennyOkay,4,1,4,1,0,0,0,1,1,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1445,Pianta(R) 1,BennyOkay,5,3,4,1,0,0,2,9,5,0,0,4,0,2,3,0.0,0,0,0,0,0,0,0
1446,Dry Bones(Gy) 1,BennyOkay,6,2,4,1,0,0,1,5,1,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1447,Baby Luigi 1,BennyOkay,7,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1448,Goomba 1,BennyOkay,8,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1449,Noki(G) 1,Vickless,0,4,4,3,1,0,0,5,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1450,Yoshi 1,Vickless,1,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1451,Petey 1,Vickless,2,2,4,1,0,0,1,5,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1452,Mario 1,Vickless,3,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1453,Luigi 1,Vickless,4,2,4,0,1,1,0,5,1,0,0,4,0,2,0,3.333333,0,1,0,3,0,22,0
1454,Daisy 1,Vickless,5,2,3,1,1,0,0,3,1,0,1,4,0,1,1,0.0,0,0,0,0,0,0,0
1455,Luigi 2,Vickless,6,1,3,0,1,0,0,2,1,0,1,4,0,1,0,0.0,0,0,0,0,0,0,0
1456,Paratroopa(G) 1,Vickless,7,2,3,1,1,0,0,3,1,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1457,Dry Bones(R) 1,Vickless,8,2,3,1,1,0,0,3,0,0,0,3,0,2,0,3.666667,9,3,0,13,0,55,0
1458,Dry Bones(G) 1,Bmills,0,4,5,2,1,0,1,8,2,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
1459,Magikoopa(B) 1,Bmills,1,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1460,Magikoopa(Y) 1,Bmills,2,2,4,2,0,0,0,2,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1461,Boo 1,Bmills,3,3,4,3,0,0,0,3,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1462,Wario 1,Bmills,4,1,4,0,0,0,1,4,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1463,Wario 2,Bmills,5,3,4,3,0,0,0,3,1,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1464,Noki(B) 1,Bmills,6,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.333333,0,0,0,0,1,3,0
1465,Pianta(Y) 1,Bmills,7,2,4,2,0,0,0,2,1,0,0,4,0,1,0,6.666667,7,3,0,15,0,76,0
1466,Bowser Jr 1,Bmills,8,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0.0,0,0,0,0,0,0,0
1467,Dry Bones(G) 1,Clutch1908,0,2,4,1,1,0,0,3,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1468,Bro(B) 1,Clutch1908,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1469,Luigi 1,Clutch1908,2,2,4,1,1,0,0,3,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1470,Toadette 1,Clutch1908,3,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1471,Toadsworth 1,Clutch1908,4,3,4,3,0,0,0,3,0,0,0,4,0,2,0,3.333333,1,0,0,5,0,18,0
1472,Toad(G) 1,Clutch1908,5,2,4,0,0,0,2,8,5,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1473,Peach 1,Clutch1908,6,1,4,0,0,0,1,4,1,0,0,4,0,1,0,3.666667,7,3,0,12,0,53,0
1474,Wario 1,Clutch1908,7,2,3,1,0,0,1,5,1,0,0,3,0,1,2,0.0,0,0,0,0,0,0,0
1475,Waluigi 1,Clutch1908,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1476,Mario 1,Faceman,0,3,4,2,1,0,0,4,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1477,Bro(F) 1,Faceman,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1478,Noki(R) 1,Faceman,2,1,3,1,0,0,0,1,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1479,Pianta(R) 1,Faceman,3,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
1480,Toadsworth 1,Faceman,4,3,4,3,0,0,0,3,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1481,Peach 1,Faceman,5,1,4,0,0,0,1,4,2,0,0,4,0,2,0,6.666667,4,6,0,11,1,84,0
1482,Toad(G) 1,Faceman,6,2,3,1,0,0,1,5,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1483,Toadette 1,Faceman,7,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0.0,0,0,0,0,0,0,0
1484,Yoshi 1,Faceman,8,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1485,Noki(G) 1,Hellzhero,0,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1486,Magikoopa(R) 1,Hellzhero,1,3,4,3,0,0,0,3,2,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1487,Bro(B) 1,Hellzhero,2,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1488,Peach 1,Hellzhero,3,1,4,0,0,0,1,4,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1489,Daisy 1,Hellzhero,4,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1490,Daisy 2,Hellzhero,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1491,Toadette 1,Hellzhero,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1492,Koopa(R) 1,Hellzhero,7,2,3,2,0,0,0,2,0,0,0,3,0,1,0,7.0,5,3,0,13,0,87,0
1493,Baby Mario 1,Hellzhero,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1494,Dry Bones(G) 1,Clutch1908,0,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
