,Char,Team,Batting Pos.,Hits,At Bats,Singles,Doubles,Triples,Homeruns,Total Bases,RBIs,Walks Taken,Sac Flys,Plate Appearances,Steals,Runs,Big Plays,IP,Earned Runs,K's,Walks Pitched,Hits Allowed,Wins,Pitches,Star Pitches
850,Wario 1,Bmills,4,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
851,Wario 2,Bmills,5,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
852,Pianta(Y) 1,Bmills,6,3,3,3,0,0,0,3,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
853,Bowser Jr 1,Bmills,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
854,Dry Bones(B) 1,Bmills,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3.0,0,2,0,3,0,21,0
855,Magikoopa(B) 1,Balamb,0,4,4,2,2,0,0,6,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
856,Boo 1,Balamb,1,3,4,1,0,0,2,9,5,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
857,Magikoopa(R) 1,Balamb,2,3,4,2,1,0,0,4,0,0,0,4,1,1,0,0.0,0,0,0,0,0,0,0
858,Wario 1,Balamb,3,1,4,0,0,0,1,4,2,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
859,Wario 2,Balamb,4,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
860,Daisy 1,Balamb,5,2,3,2,0,0,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
861,Daisy 2,Balamb,6,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0
862,Daisy 3,Balamb,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
863,Shy Guy(Y) 1,Balamb,8,0,2,0,0,0,0,0,0,1,0,3,0,1,0,6.666667,2,7,0,7,0,78,0
864,Mario 1,Faceman,0,1,5,1,0,0,0,1,0,0,0,5,0,1,0,1.333333,2,2,0,2,1,18,0
865,Bro(F) 1,Faceman,1,2,3,1,0,0,1,5,1,1,0,4,0,3,0,0.0,0,0,0,0,0,0,0
866,Noki(R) 1,Faceman,2,1,3,0,1,0,0,2,1,1,0,4,0,2,0,0.0,0,0,0,0,0,0,0
867,Pianta(R) 1,Faceman,3,2,4,0,0,0,2,8,6,0,0,4,0,2,2,0.0,0,0,0,0,0,0,0
868,Toadsworth 1,Faceman,4,3,4,3,0,0,0,3,0,0,0,4,0,2,0,5.666667,7,2,0,9,0,58,0
869,Peach 1,Faceman,5,2,4,1,0,0,1,5,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
870,Toad(G) 1,Faceman,6,1,4,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
871,Toadette 1,Faceman,7,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
872,Yoshi 1,Faceman,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
873,Magikoopa(B) 1,Flatbread,0,3,4,3,0,0,0,3,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
874,Magikoopa(G) 1,Flatbread,1,2,4,1,0,0,1,5,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
875,Bowser Jr 1,Flatbread,2,1,4,0,0,0,1,4,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
876,Luigi 1,Flatbread,3,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
877,Pianta(B) 1,Flatbread,4,2,3,1,0,0,1,5,4,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
878,Pianta(Y) 1,Flatbread,5,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
879,Toad(P) 1,Flatbread,6,1,3,0,0,0,1,4,2,0,0,3,0,1,0,1.0,8,0,2,8,0,26,0
880,Toadette 1,Flatbread,7,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
881,Dry Bones(B) 1,Flatbread,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,6.0,3,3,0,5,0,46,0
882,Dry Bones(G) 1,Cezarito,0,3,4,2,0,0,1,6,3,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
883,Bowser 1,Cezarito,1,3,4,0,0,0,3,12,5,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
884,Bowser Jr 1,Cezarito,2,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
885,Magikoopa(G) 1,Cezarito,3,1,3,1,0,0,0,1,0,1,0,4,0,1,0,0.0,0,0,0,0,0,0,0
886,Bowser Jr 2,Cezarito,4,2,4,0,1,0,1,6,2,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
887,Birdo 1,Cezarito,5,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
888,Petey 1,Cezarito,6,1,4,0,0,0,1,4,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
889,Petey 2,Cezarito,7,2,4,1,1,0,0,3,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
890,Koopa(G) 1,Cezarito,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6.666667,3,6,0,8,1,71,0
891,Magikoopa(Y) 1,Bmills,0,2,3,2,0,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
892,Boo 1,Bmills,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
893,Bowser 1,Bmills,2,1,3,0,1,0,0,2,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
894,Dry Bones(G) 1,Bmills,3,2,3,2,0,0,0,2,2,0,0,3,0,0,1,1.333333,4,0,0,4,0,16,0
895,Wario 1,Bmills,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
896,Wario 2,Bmills,5,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0.0,0,0,0,0,0,0,0
897,Noki(B) 1,Bmills,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
898,Pianta(Y) 1,Bmills,7,2,3,2,0,0,0,2,0,0,0,3,0,1,0,5.666667,7,5,1,10,0,65,0
899,Bowser Jr 1,Bmills,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
900,Dry Bones(G) 1,Clutch1908,0,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
901,Bro(B) 1,Clutch1908,1,1,4,0,0,0,1,4,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
902,Luigi 1,Clutch1908,2,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
903,Toad(Y) 1,Clutch1908,3,1,4,0,1,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
904,Toadette 1,Clutch1908,4,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
905,Toadsworth 1,Clutch1908,5,2,3,2,0,0,0,2,2,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
906,Toad(G) 1,Clutch1908,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
907,Peach 1,Clutch1908,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
908,Waluigi 1,Clutch1908,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,6.666667,3,6,1,9,1,79,0
909,Noki(G) 1,Vickless,0,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
910,Birdo 1,Vickless,1,2,4,1,1,0,0,3,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
911,Petey 1,Vickless,2,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0,0,0,0,0,0,0
912,Daisy 1,Vickless,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
913,Luigi 1,Vickless,4,1,3,0,0,0,1,4,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
914,Mario 1,Vickless,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
915,Yoshi 1,Vickless,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
916,Paratroopa(G) 1,Vickless,7,3,3,3,0,0,0,3,0,0,0,3,0,1,0,7.0,4,10,0,10,0,86,0
917,Shy Guy(B) 1,Vickless,8,1,3,0,0,0,1,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
918,Waluigi 1,Super63,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
919,Noki(G) 1,Super63,1,4,4,4,0,0,0,4,0,0,0,4,0,2,3,0.0,0,0,0,0,0,0,0
920,King Boo 1,Super63,2,2,4,2,0,0,0,2,0,0,0,4,0,1,0,4.666667,0,2,2,2,0,46,0
921,Birdo 1,Super63,3,2,4,0,2,0,0,4,2,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
922,Shy Guy(Bk) 1,Super63,4,2,3,0,2,0,0,4,2,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
923,Mario 1,Super63,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
924,Diddy 1,Super63,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,1.333333,7,3,1,7,0,46,0
925,Dixie 1,Super63,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
926,Toad(P) 1,Super63,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
927,Dry Bones(G) 1,Cezarito,0,2,4,2,0,0,0,2,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
928,Bowser 1,Cezarito,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
929,Bowser Jr 1,Cezarito,2,1,3,0,1,0,0,2,3,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
930,Magikoopa(G) 1,Cezarito,3,1,2,0,0,0,1,4,2,1,0,3,0,1,1,0.0,0,0,0,0,0,0,0
931,Bowser Jr 2,Cezarito,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
932,Birdo 1,Cezarito,5,1,2,1,0,0,0,1,0,1,0,3,0,1,2,0.0,0,0,0,0,0,0,0
933,Petey 1,Cezarito,6,1,2,1,0,0,0,1,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
934,Petey 2,Cezarito,7,2,3,1,1,0,0,3,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
935,Paragoomba 1,Cezarito,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,7.0,4,1,0,12,0,72,0
936,Magikoopa(B) 1,Balamb,0,2,5,2,0,0,0,2,0,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
937,Boo 1,Balamb,1,3,5,3,0,0,0,3,0,0,0,5,0,3,0,0.666667,7,1,0,7,0,16,0
938,Magikoopa(R) 1,Balamb,2,2,4,0,0,0,2,8,6,1,0,5,0,2,0,0.0,0,0,0,0,0,0,0
939,Wario 1,Balamb,3,2,5,2,0,0,0,2,0,0,0,5,0,1,1,0.0,0,0,0,0,0,0,0
940,Wario 2,Balamb,4,4,5,2,1,0,1,8,3,0,0,5,0,2,2,0.0,0,0,0,0,0,0,0
941,Daisy 1,Balamb,5,2,5,0,0,0,2,8,3,0,0,5,0,2,0,6.333333,1,6,0,4,1,58,1
942,Daisy 2,Balamb,6,3,5,2,0,0,1,6,1,0,0,5,0,1,0,0.0,0,0,0,0,0,0,0
943,Daisy 3,Balamb,7,1,4,0,1,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
944,Bowser Jr 1,Balamb,8,2,4,1,0,0,1,5,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
945,Magikoopa(B) 1,Clutch1908,0,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
946,Bro(B) 1,Clutch1908,1,2,4,0,0,0,2,8,3,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
947,Dry Bones(G) 1,Clutch1908,2,2,4,2,0,0,0,2,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
948,Dry Bones(R) 1,Clutch1908,3,0,4,0,0,0,0,0,0,0,0,4,0,0,1,2.0,5,0,0,8,0,29,0
949,Mario 1,Clutch1908,4,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
950,Peach 1,Clutch1908,5,1,3,1,0,0,0,1,0,0,0,3,0,1,0,3.333333,8,4,1,10,0,46,0
951,Toadette 1,Clutch1908,6,1,3,1,0,0,0,1,1,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
952,Toadsworth 1,Clutch1908,7,2,3,2,0,0,0,2,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
953,Toad(G) 1,Clutch1908,8,1,3,0,0,0,1,4,3,0,0,3,0,1,0,1.666667,2,3,0,3,0,20,0
954,Paratroopa(G) 1,Baltor33,0,3,4,3,0,0,0,3,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
955,Bowser 1,Baltor33,1,2,4,1,1,0,0,3,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
956,Bro(H) 1,Baltor33,2,3,4,2,0,0,1,6,3,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
957,Waluigi 1,Baltor33,3,2,4,2,0,0,0,2,0,0,0,4,0,0,0,2.333333,8,0,0,10,0,22,0
958,Luigi 1,Baltor33,4,1,4,0,1,0,0,2,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
959,Monty 1,Baltor33,5,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
960,Shy Guy(R) 1,Baltor33,6,2,4,2,0,0,0,2,0,0,0,4,0,0,0,3.666667,2,2,0,6,0,30,0
961,Dry Bones(G) 1,Baltor33,7,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
962,Dry Bones(R) 1,Baltor33,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
963,Dry Bones(G) 1,Bmills,0,2,4,2,0,0,0,2,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
964,Bowser 1,Bmills,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
965,Magikoopa(Y) 1,Bmills,2,2,4,2,0,0,0,2,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
966,Boo 1,Bmills,3,3,4,1,1,0,1,7,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
967,Wario 1,Bmills,4,3,4,1,1,0,1,7,3,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
968,Wario 2,Bmills,5,2,4,1,0,1,0,4,2,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
969,Noki(B) 1,Bmills,6,2,4,1,1,0,0,3,1,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
970,Pianta(Y) 1,Bmills,7,2,3,2,0,0,0,2,1,0,0,3,0,0,0,7.0,4,2,0,16,0,56,0
971,Bowser Jr 1,Bmills,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
972,Waluigi 1,Super63,0,1,3,0,1,0,0,2,1,0,1,4,0,0,0,0.0,0,0,0,0,0,0,0
973,Noki(G) 1,Super63,1,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
974,King Boo 1,Super63,2,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
975,Birdo 1,Super63,3,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
976,Shy Guy(Bk) 1,Super63,4,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
977,Mario 1,Super63,5,2,3,1,0,0,1,5,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
978,Dixie 1,Super63,6,2,3,2,0,0,0,2,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
979,Diddy 1,Super63,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,6.0,6,5,0,12,0,67,0
980,Toad(P) 1,Super63,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
981,Mario 1,Faceman,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
982,Bro(F) 1,Faceman,1,2,3,0,2,0,0,4,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
983,Noki(R) 1,Faceman,2,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
984,Pianta(R) 1,Faceman,3,2,3,1,1,0,0,3,1,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
985,Toadsworth 1,Faceman,4,3,3,3,0,0,0,3,2,0,0,3,0,1,0,7.0,3,3,0,11,0,75,0
986,Peach 1,Faceman,5,2,3,1,1,0,0,3,2,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
987,Toad(G) 1,Faceman,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
988,Toadette 1,Faceman,7,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
989,Yoshi 1,Faceman,8,0,3,0,0,0,0,0,0,0,0,3,0,1,2,0.0,0,0,0,0,0,0,0
990,Mario 1,Faceman,0,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
991,Bro(F) 1,Faceman,1,1,3,0,0,0,1,4,3,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
992,Noki(R) 1,Faceman,2,2,3,2,0,0,0,2,0,0,0,3,0,3,0,0.0,0,0,0,0,0,0,0
993,Pianta(R) 1,Faceman,3,2,3,0,0,0,2,8,6,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
994,Toadsworth 1,Faceman,4,3,3,3,0,0,0,3,0,0,0,3,0,2,0,3.0,0,2,0,3,1,26,0
995,Peach 1,Faceman,5,2,3,0,1,0,1,6,5,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
996,Toad(G) 1,Faceman,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
997,Toadette 1,Faceman,7,2,2,2,0,0,0,2,0,0,0,2,0,2,0,0.0,0,0,0,0,0,0,0
998,Yoshi 1,Faceman,8,2,2,2,0,0,0,2,0,0,0,2,0,2,1,0.0,0,0,0,0,0,0,0
999,Paratroopa(G) 1,Baltor33,0,2,2,2,0,0,0,2,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1000,Bowser 1,Baltor33,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1001,Bro(F) 1,Baltor33,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1002,Waluigi 1,Baltor33,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.666667,8,2,0,7,0,24,0
1003,Luigi 1,Baltor33,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
1004,Monty 1,Baltor33,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
1005,Shy Guy(R) 1,Baltor33,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.333333,6,1,0,8,0,20,0
1006,Dry Bones(G) 1,Baltor33,7,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0.0,0,0,0,0,0,0,0
1007,Dry Bones(R) 1,Baltor33,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
1008,Magikoopa(B) 1,Balamb,0,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1009,Boo 1,Balamb,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,3.666667,7,3,1,9,0,45,0
1010,Magikoopa(R) 1,Balamb,2,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1011,Wario 1,Balamb,3,2,3,1,1,0,0,3,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
1012,Wario 2,Balamb,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1013,Daisy 1,Balamb,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1014,Daisy 2,Balamb,6,1,3,0,0,1,0,3,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1015,Daisy 3,Balamb,7,1,2,0,1,0,0,2,1,0,1,3,0,0,0,2.333333,1,1,0,3,0,19,0
1016,Bowser Jr 1,Balamb,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1017,DK 1,Dr. Winkly,0,2,4,1,0,1,0,4,0,0,0,4,0,1,0,6.666667,1,7,0,10,0,71,2
1018,Bro(H) 1,Dr. Winkly,1,2,4,0,0,1,1,7,4,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1019,Yoshi 1,Dr. Winkly,2,2,4,1,1,0,0,3,1,0,0,4,0,3,2,0.0,0,0,0,0,0,0,0
1020,Yoshi 2,Dr. Winkly,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0.0,0,0,0,0,0,0,0
1021,Birdo 1,Dr. Winkly,4,2,3,1,0,0,1,5,3,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1022,Shy Guy(R) 1,Dr. Winkly,5,2,3,1,1,0,0,3,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1023,Diddy 1,Dr. Winkly,6,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1024,Diddy 2,Dr. Winkly,7,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1025,Dixie 1,Dr. Winkly,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1026,Mario 1,MattGree,0,1,4,1,0,0,0,1,2,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1027,Bowser 1,MattGree,1,2,4,1,1,0,0,3,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
1028,Magikoopa(Y) 1,MattGree,2,3,4,3,0,0,0,3,0,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
1029,Bowser Jr 1,MattGree,3,3,3,3,0,0,0,3,0,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
1030,Bro(F) 1,MattGree,4,2,2,1,0,0,1,5,6,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1031,Noki(B) 1,MattGree,5,3,3,3,0,0,0,3,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1032,Toad(R) 1,MattGree,6,1,3,0,0,0,1,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1033,Baby Mario 1,MattGree,7,2,2,2,0,0,0,2,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1034,Waluigi 1,MattGree,8,1,3,0,1,0,0,2,0,0,0,3,0,1,0,5.0,2,0,1,8,1,42,0
1035,Paratroopa(G) 1,BennyOkay,0,2,3,1,1,0,0,3,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1036,King Boo 1,BennyOkay,1,2,3,2,0,0,0,2,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1037,Boo 1,BennyOkay,2,1,3,0,1,0,0,2,0,0,0,3,0,1,0,3.0,5,0,1,9,0,36,0
1038,Noki(G) 1,BennyOkay,3,2,3,2,0,0,0,2,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1039,Pianta(R) 1,BennyOkay,4,0,2,0,0,0,0,0,0,1,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1040,Noki(R) 1,BennyOkay,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
1041,Dry Bones(Gy) 1,BennyOkay,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2.0,7,0,1,9,0,28,0
1042,Baby Luigi 1,BennyOkay,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1043,Goomba 1,BennyOkay,8,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
1044,Paratroopa(G) 1,Buffcat,0,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
1045,DK 1,Buffcat,1,3,4,1,0,0,2,9,3,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
1046,Birdo 1,Buffcat,2,2,4,2,0,0,0,2,0,0,0,4,0,2,2,0.0,0,0,0,0,0,0,0
1047,Shy Guy(B) 1,Buffcat,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1048,DK 2,Buffcat,4,2,4,0,0,0,2,8,3,0,0,4,0,2,4,0.0,0,0,0,0,0,0,0
1049,Luigi 1,Buffcat,5,1,4,0,1,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
1050,Shy Guy(Y) 1,Buffcat,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7.0,3,4,0,8,1,56,0
1051,Paratroopa(R) 1,Buffcat,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1052,Diddy 1,Buffcat,8,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1053,Birdo 1,Nuche,0,2,4,2,0,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1054,DK 1,Nuche,1,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,2,0,0,3,0,6,0
1055,Petey 1,Nuche,2,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1056,Luigi 1,Nuche,3,1,3,0,1,0,0,2,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
1057,Peach 1,Nuche,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1058,Toadsworth 1,Nuche,5,2,3,2,0,0,0,2,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1059,Toad(Y) 1,Nuche,6,1,3,0,1,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
1060,Monty 1,Nuche,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
1061,Shy Guy(G) 1,Nuche,8,1,3,0,0,0,1,4,2,0,0,3,0,1,0,7.0,4,6,1,8,0,73,0
1062,Magikoopa(B) 1,Flatbread,0,1,4,1,0,0,0,1,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
1063,Magikoopa(G) 1,Flatbread,1,4,4,3,1,0,0,5,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
